barcode	filename	checksum	analysis_id	uploaded	modified
TCGA-EB-A4IS-10A-01D-A25O-08	C828.TCGA-EB-A4IS-10A-01D-A25O-08.3.bam	346debe695f34406a9997a4582fb8eed	42b46108-0155-4854-a3e3-fa3013836305	5/2/13	5/16/13
TCGA-EB-A4IS-01A-21D-A25O-08	C828.TCGA-EB-A4IS-01A-21D-A25O-08.3.bam	3e5fb331f5f8f3a36ec690387edc3949	cd410bc6-614e-4947-9428-7496426d2697	5/2/13	5/16/13
TCGA-EB-A4OY-10A-01D-A25O-08	C828.TCGA-EB-A4OY-10A-01D-A25O-08.3.bam	4375a8676f55aa0c88621eb2b015bd4b	c7397ba4-8866-469f-bdcf-438a1029b946	5/2/13	5/16/13
TCGA-EB-A4OY-01A-11D-A25O-08	C828.TCGA-EB-A4OY-01A-11D-A25O-08.3.bam	6395812565a77bac740efc88e7238c08	003516ca-3970-47ec-b16e-9ae67cb16f4b	5/2/13	5/16/13
TCGA-EB-A4OZ-10A-01D-A25O-08	C828.TCGA-EB-A4OZ-10A-01D-A25O-08.3.bam	9dcf7505c04e9c5ce42f68b34f89cbe5	8b4c0e76-b827-4fc0-95a6-7bf9efb2661f	5/2/13	5/16/13
TCGA-EB-A4OZ-01A-12D-A25O-08	C828.TCGA-EB-A4OZ-01A-12D-A25O-08.3.bam	88c00d6766b248766b9e2e9b4bf8ffee	cb09e4fd-a18d-4482-9e91-b072416d553a	6/8/13	6/8/13
TCGA-EB-A4P0-10A-01D-A25O-08	C828.TCGA-EB-A4P0-10A-01D-A25O-08.3.bam	4700ff8fc4962709826f6f0e6d010471	434dc78f-1c06-4a43-802a-57bcc3a1b9be	5/2/13	5/16/13
TCGA-EB-A4P0-01A-41D-A25O-08	C828.TCGA-EB-A4P0-01A-41D-A25O-08.4.bam	a858f985a92e38b47d0ca19f67702f43	c4a576a8-97e9-487b-8f1e-961802e8d107	5/2/13	5/16/13
TCGA-EB-A551-10A-01D-A27N-08	C828.TCGA-EB-A551-10A-01D-A27N-08.3.bam	6cc643147fb43595442db3e14e831c67	2e26795a-7055-41f9-95c9-d7e67053b1bc	6/12/13	6/12/13
TCGA-EB-A551-01A-21D-A27K-08	C828.TCGA-EB-A551-01A-21D-A27K-08.3.bam	7583bf557edcae6f7e863e379c9a8c70	6f6727bf-550d-4162-bd24-8c6db14eae21	6/11/13	6/12/13
TCGA-EB-A553-10A-01D-A27N-08	C828.TCGA-EB-A553-10A-01D-A27N-08.3.bam	14a5f3579da49d979a59d9b83aed8201	dbc10c83-d865-4ddf-b085-6a237d5bcd3d	6/11/13	6/11/13
TCGA-EB-A553-01A-12D-A27K-08	C828.TCGA-EB-A553-01A-12D-A27K-08.3.bam	b3292f5ad83e19efd181513ad6773ad6	7fa94de1-6d1e-4ffd-b3cb-adeda163e023	6/12/13	6/12/13
TCGA-EE-A17X-10A-01D-A199-08	C828.TCGA-EE-A17X-10A-01D-A199-08.2.bam	1469570dbad347af9e627697da16df1d	087a0a96-7dde-4ff2-a56c-22fbcb23432f	9/22/13	9/22/13
TCGA-EE-A17X-06A-11D-A197-08	C828.TCGA-EE-A17X-06A-11D-A197-08.2.bam	81034626367cd1b9ee2271ac28a9b970	04c93901-cd90-4c03-a941-36ff08b87fd6	9/22/13	9/22/13
TCGA-EE-A17Y-10B-01D-A198-08	C828.TCGA-EE-A17Y-10B-01D-A198-08.3.bam	06b9d0b24c8007f1fe7012969073776a	a5bf7244-ff71-4e93-8f46-c958ba224493	9/22/13	9/22/13
TCGA-EE-A17Y-06A-11D-A196-08	C828.TCGA-EE-A17Y-06A-11D-A196-08.3.bam	3eaecd23ffe72990c1a466c7059c548a	67e0f438-af12-44e5-b1fd-7de6c98b120e	9/22/13	9/22/13
TCGA-EE-A17Z-10A-01D-A198-08	C828.TCGA-EE-A17Z-10A-01D-A198-08.3.bam	4608f471e8aa2a6a33bded8371baa8c3	6c94bdaa-c8d2-4b08-bd06-cd1aa9d295ee	9/22/13	9/22/13
TCGA-EE-A17Z-06A-11D-A196-08	C828.TCGA-EE-A17Z-06A-11D-A196-08.3.bam	7ae7f90f619bdca4a7b7a9858d48a31d	3440829c-fcbe-4782-b708-df3121afc6eb	9/22/13	9/22/13
TCGA-EE-A180-10B-01D-A21A-08	C828.TCGA-EE-A180-10B-01D-A21A-08.2.bam	033617da5dc4a96278f79bc22389c003	a7918684-2803-4a82-9681-f602adec33da	9/23/13	9/24/13
TCGA-EE-A180-06A-11D-A21A-08	C828.TCGA-EE-A180-06A-11D-A21A-08.2.bam	f7ebfb677cf97192b3c5a3b127d45953	a19c5223-b9ed-43c1-88fd-dbf5e0ab36c7	9/22/13	9/22/13
TCGA-EE-A181-10A-01D-A198-08	C828.TCGA-EE-A181-10A-01D-A198-08.2.bam	5511925d8da610c09de3bb09ac6bf911	d95477ef-ae2c-4ba0-bcc2-80a273088281	9/22/13	9/22/13
TCGA-EE-A181-06A-11D-A196-08	C828.TCGA-EE-A181-06A-11D-A196-08.2.bam	c733926f0cec8c742348b6dc4246abae	235f4711-d7b6-4cfc-8be5-060f9d61b3c1	9/22/13	9/22/13
TCGA-EE-A182-10A-01D-A198-08	C828.TCGA-EE-A182-10A-01D-A198-08.2.bam	fce306c90f7c521b8ff4ba75e24307a6	cba50096-0759-41e0-a15a-1267a9b7f56e	9/22/13	9/22/13
TCGA-EE-A182-06A-11D-A196-08	C828.TCGA-EE-A182-06A-11D-A196-08.2.bam	24686c74b4bbe00f0596e2b41daccd47	dde1e759-93df-4808-bd05-43c0ecef6988	9/22/13	9/22/13
TCGA-EE-A183-10A-01D-A198-08	C828.TCGA-EE-A183-10A-01D-A198-08.2.bam	b0d1a41b7352e5eaf311e7cc0c750aa2	11501077-cfbe-4346-93de-288bd160b817	9/22/13	9/22/13
TCGA-EE-A183-06A-11D-A196-08	C828.TCGA-EE-A183-06A-11D-A196-08.2.bam	283040f8b85ffcee3559194a85b8e8ae	901f19ab-75ba-433f-8e3f-740c2b310c6a	9/22/13	9/22/13
TCGA-EE-A184-10B-01D-A198-08	C828.TCGA-EE-A184-10B-01D-A198-08.3.bam	2e27c10fdc003d049983d668bf554b69	9bed632c-96c7-4159-838d-93fd5a20d7fb	9/22/13	9/22/13
TCGA-EE-A184-06A-11D-A196-08	C828.TCGA-EE-A184-06A-11D-A196-08.3.bam	1482abe6d15019ea20b444fd5c55267c	b0587f74-b619-4891-ae4e-156f2d37f2d6	9/22/13	9/22/13
TCGA-EE-A185-10A-01D-A198-08	C828.TCGA-EE-A185-10A-01D-A198-08.2.bam	071a19f7a710fd2907e7131ffd967b91	d270277b-3bf6-43a0-a196-9b807bf3dfb0	9/22/13	9/22/13
TCGA-EE-A185-06A-11D-A196-08	C828.TCGA-EE-A185-06A-11D-A196-08.2.bam	2fde6e88c2292b1b68d649f24d891ebd	1b527acd-ce54-4816-8ee9-45751f0c366f	9/22/13	9/22/13
TCGA-EE-A20B-10A-01D-A198-08	C828.TCGA-EE-A20B-10A-01D-A198-08.3.bam	deb132da8158ff79be17a142d1be4daf	43a25004-29ba-47ab-8eb0-da2593983223	9/22/13	9/22/13
TCGA-EE-A20B-06A-11D-A196-08	C828.TCGA-EE-A20B-06A-11D-A196-08.3.bam	9f24992007a75a22d04f305d40b798ce	11df169e-f74a-433b-b3e1-807da196c61c	9/22/13	9/22/13
TCGA-EE-A20C-10A-01D-A198-08	C828.TCGA-EE-A20C-10A-01D-A198-08.2.bam	3421071ab04ca70479781ae66b8be8fe	239572c4-2c67-4ecb-847f-49cd3c0e5213	9/22/13	9/22/13
TCGA-EE-A20C-06A-11D-A196-08	C828.TCGA-EE-A20C-06A-11D-A196-08.2.bam	946c83576cc1778bffd24ff5e236b8ee	c46756bd-c1a0-4c65-9bb5-f08e66e32d98	9/22/13	9/22/13
TCGA-EE-A20F-10A-01D-A198-08	C828.TCGA-EE-A20F-10A-01D-A198-08.3.bam	e44fd6dcde4025179723f02da8d3eb6c	5ebbd329-efce-4223-90da-d7521149d18f	9/22/13	9/22/13
TCGA-EE-A20F-06A-21D-A196-08	C828.TCGA-EE-A20F-06A-21D-A196-08.3.bam	5539ad41204ca3a391dde2b3cca71ff2	44c8a0fd-e56e-4098-a6bb-786501e9da98	9/22/13	9/22/13
TCGA-EE-A20H-10A-01D-A199-08	C828.TCGA-EE-A20H-10A-01D-A199-08.2.bam	db825bbffa86d318d1fb527a779b2e69	4cd29c78-c135-4182-889d-ca7c461b7450	9/22/13	9/22/13
TCGA-EE-A20H-06A-11D-A197-08	C828.TCGA-EE-A20H-06A-11D-A197-08.2.bam	e7be03537a28c0368d78092ff0bc91c4	c4d5bcf2-37b3-4285-a695-35f61e767228	9/22/13	9/22/13
TCGA-EE-A20I-10A-01D-A198-08	C828.TCGA-EE-A20I-10A-01D-A198-08.2.bam	0b09b7feb4996cc09ece2152c6913311	4a8ab40b-523d-4992-ac4a-5614a5df2855	9/22/13	9/22/13
TCGA-EE-A20I-06A-11D-A196-08	C828.TCGA-EE-A20I-06A-11D-A196-08.2.bam	eb143a7798add1128fdbf81c59d48659	4c144230-92f8-4017-9bfc-755f7d1c2db7	9/22/13	9/22/13
TCGA-EE-A29A-10A-01D-A198-08	C828.TCGA-EE-A29A-10A-01D-A198-08.3.bam	22730a4ce0fac78a83f66908a00becec	0876eb56-5b66-46b6-bcb4-ec624742a66c	9/22/13	9/22/13
TCGA-EE-A29A-06A-12D-A196-08	C828.TCGA-EE-A29A-06A-12D-A196-08.3.bam	86e7d49374eeacb5bb94f0317d657ed7	632311da-5790-4a26-b931-fa123e6258a8	9/22/13	9/22/13
TCGA-EE-A29B-10A-01D-A199-08	C828.TCGA-EE-A29B-10A-01D-A199-08.2.bam	03d945e60cc53ebdeeb4c6908f7ee355	746c0fc7-8c85-45e1-97bb-dafe6783a97a	9/22/13	9/22/13
TCGA-EE-A29B-06A-11D-A197-08	C828.TCGA-EE-A29B-06A-11D-A197-08.2.bam	71f9d8f5ed1fe1fde13684363aa47c6a	15618c58-0053-4714-91ab-c7cc0f372fce	9/22/13	9/22/13
TCGA-EE-A29C-10A-01D-A199-08	C828.TCGA-EE-A29C-10A-01D-A199-08.3.bam	d4fc695a061b33a0f9b9aea00f89225e	95b8a862-3daf-4995-a68d-48f43c614e18	9/22/13	9/22/13
TCGA-EE-A29C-06A-21D-A197-08	C828.TCGA-EE-A29C-06A-21D-A197-08.3.bam	7dec97ac205d177e18a20f60993f7653	f375db9a-1650-487a-913a-81a267224eb8	9/22/13	9/22/13
TCGA-EE-A29D-10A-01D-A199-08	C828.TCGA-EE-A29D-10A-01D-A199-08.2.bam	350395a9507c080270b37a398d017951	a0e46d5a-6804-46bd-b186-a4e14a7b03cc	9/22/13	9/22/13
TCGA-EE-A29D-06A-11D-A197-08	C828.TCGA-EE-A29D-06A-11D-A197-08.2.bam	8291ab307df6aa928c5f303969ecb2d2	50fcbf66-422f-4177-9d42-c0b4a5e17fd6	9/22/13	9/22/13
TCGA-EE-A29E-10A-01D-A199-08	C828.TCGA-EE-A29E-10A-01D-A199-08.3.bam	7dd7a6407cba673ac073a69c8175ff9c	c303b92c-f81e-4c3f-bd83-429c621d2955	9/22/13	9/22/13
TCGA-EE-A29E-06A-11D-A197-08	C828.TCGA-EE-A29E-06A-11D-A197-08.3.bam	5e6846ec65495114c1666b83f2dcb9fa	d26402c9-9cdb-441c-b628-944bb9a7b847	9/22/13	9/22/13
TCGA-EE-A29G-10A-01D-A198-08	C828.TCGA-EE-A29G-10A-01D-A198-08.3.bam	9af7a2fe8b838809a93628defb26e3ed	dc9fcb96-e244-47b9-8c26-ea66e4834f1f	9/22/13	9/22/13
TCGA-EE-A29G-06A-12D-A196-08	C828.TCGA-EE-A29G-06A-12D-A196-08.3.bam	a1527d3824a303a80eeb8a95c7a19e8d	5adc2713-0368-4e20-9015-70c6e4f8b0a5	9/22/13	9/22/13
TCGA-EE-A29H-10A-01D-A199-08	C828.TCGA-EE-A29H-10A-01D-A199-08.2.bam	0aa046fed30a5a35857f3aa8fadf760b	91e912d4-563d-4c45-9681-7dce1123ac6f	9/22/13	9/22/13
TCGA-EE-A29H-06A-12D-A197-08	C828.TCGA-EE-A29H-06A-12D-A197-08.2.bam	46494deb46c1bdef75f7c79d6db32d85	f45a80b2-cc81-4a89-85dc-e327ebdfe868	9/22/13	9/22/13
TCGA-EE-A29L-10A-01D-A198-08	C828.TCGA-EE-A29L-10A-01D-A198-08.3.bam	8a4d170ad2d52348ebfda9d6bd034b2a	f1896e7c-6cec-41e9-9723-6ee5f13475e7	9/22/13	9/22/13
TCGA-EE-A29L-06A-12D-A196-08	C828.TCGA-EE-A29L-06A-12D-A196-08.3.bam	eaa3232a9672f21118118672b565e73f	71550a6b-ec00-4e27-9a16-1c8bf39fd71a	9/22/13	9/22/13
TCGA-EE-A29M-10A-01D-A198-08	C828.TCGA-EE-A29M-10A-01D-A198-08.3.bam	07421eda659a3d443fed9cc7a3b7a9fc	ccb75d0b-3d82-4b2d-938f-9d1813d83785	9/22/13	9/22/13
TCGA-EE-A29M-06A-11D-A196-08	C828.TCGA-EE-A29M-06A-11D-A196-08.3.bam	be6eb7596180c0d2d44297e50894e778	37753069-d28c-4414-8810-5f1c59d4e437	9/22/13	9/22/13
TCGA-EE-A29N-10A-01D-A199-08	C828.TCGA-EE-A29N-10A-01D-A199-08.4.bam	3f76442adf3598d0da29934e0564a926	c1765ad3-bf63-4509-9d11-b4396d2ed525	9/22/13	9/22/13
TCGA-EE-A29N-06A-12D-A197-08	C828.TCGA-EE-A29N-06A-12D-A197-08.4.bam	eb8c19cc770f16ec126ae349c97dce35	ec995549-4641-428a-8fbc-0fcbc367aeb4	9/22/13	9/22/13
TCGA-EE-A29P-10A-01D-A199-08	C828.TCGA-EE-A29P-10A-01D-A199-08.3.bam	787a8f4c98acade229ead07636252a1a	d20d08bc-f9c6-42c5-8eaa-cdc5cabe4ea5	9/22/13	9/22/13
TCGA-EE-A29P-06A-11D-A197-08	C828.TCGA-EE-A29P-06A-11D-A197-08.3.bam	66ffb5035cf0c69f763a77e94bdbde1f	45282bf9-1a37-49ba-86dd-7d739e15bb76	9/22/13	9/22/13
TCGA-EE-A29Q-10A-01D-A199-08	C828.TCGA-EE-A29Q-10A-01D-A199-08.2.bam	5e28bbeeb0501ab934774eb92e1edde1	11fc4e36-5ab9-41ba-8034-9a9749ddc99f	9/22/13	9/22/13
TCGA-EE-A29Q-06A-11D-A197-08	C828.TCGA-EE-A29Q-06A-11D-A197-08.2.bam	592a1643989c1909e8403b6bfaf66265	c9847f52-3b94-4108-b0cd-ff93469628f4	9/22/13	9/22/13
TCGA-EE-A29R-10A-01D-A199-08	C828.TCGA-EE-A29R-10A-01D-A199-08.2.bam	8d8a3f39f325412747da30f4269c2ca8	779569af-9ec5-490f-8dac-19f71978cd37	9/22/13	9/22/13
TCGA-EE-A29R-06A-11D-A197-08	C828.TCGA-EE-A29R-06A-11D-A197-08.2.bam	91760941f27bd65dd90fefcb2dcb4796	7c887555-1503-4488-b4f6-d49c1857f12f	9/22/13	9/22/13
TCGA-EE-A29S-10A-01D-A199-08	C828.TCGA-EE-A29S-10A-01D-A199-08.3.bam	d15c0233391a4a03e0c64c9f9de29794	3d1578d6-200a-4e88-ae28-bb368f36db0b	9/22/13	9/22/13
TCGA-EE-A29S-06A-11D-A197-08	C828.TCGA-EE-A29S-06A-11D-A197-08.3.bam	aae1b28c0908cc70ad8c96f1dcd78988	02307935-078d-4429-b93f-8cea1b2a9d32	9/22/13	9/22/13
TCGA-EE-A29V-10A-01D-A199-08	C828.TCGA-EE-A29V-10A-01D-A199-08.3.bam	16b22df737a7e2235a130ff8bf1734d3	ed569480-6b98-4e9b-beb0-d8a08afc41fe	9/22/13	9/22/13
TCGA-EE-A29V-06A-12D-A197-08	C828.TCGA-EE-A29V-06A-12D-A197-08.3.bam	98cb2cbf4a718a129bcfe328a676a395	1497fb55-79e3-4b77-bfbe-3d384743485d	9/22/13	9/22/13
TCGA-EE-A29W-10A-01D-A198-08	C828.TCGA-EE-A29W-10A-01D-A198-08.2.bam	3a4d151e9d448383041f45bc07a16750	fec9d8ff-eb35-487b-8ca0-591620c03f68	9/22/13	9/22/13
TCGA-EE-A29W-06A-11D-A196-08	C828.TCGA-EE-A29W-06A-11D-A196-08.2.bam	67aba81c814d86812d82351ae27f2746	f60e329f-ca93-4472-ba7e-2e205405fe98	9/22/13	9/22/13
TCGA-EE-A29X-10A-01D-A198-08	C828.TCGA-EE-A29X-10A-01D-A198-08.3.bam	ffd90e03600303ce3f9af4e0cad0a9c0	8dabf697-8745-43c2-bc08-f67951ad1be7	9/22/13	9/22/13
TCGA-EE-A29X-06A-11D-A196-08	C828.TCGA-EE-A29X-06A-11D-A196-08.3.bam	1d8e241995857c2114d913c118f9be7d	cec77406-2ab8-439c-bae2-71d7afbcc7aa	9/22/13	9/22/13
TCGA-EE-A2A0-10A-01D-A198-08	C828.TCGA-EE-A2A0-10A-01D-A198-08.2.bam	8e853c85f8d7d78d07da7a26880ccc15	dda89ae6-529c-4362-9291-d966138cc896	9/22/13	9/22/13
TCGA-EE-A2A0-06A-11D-A196-08	C828.TCGA-EE-A2A0-06A-11D-A196-08.2.bam	06cf8996dc2a35a8ac686e558bcc4c21	28e1e745-bd01-43f1-9d01-4b0d4edb26a6	9/22/13	9/22/13
TCGA-EE-A2A1-10A-01D-A199-08	C828.TCGA-EE-A2A1-10A-01D-A199-08.2.bam	3a0f72d77a18c5c192c6ae29b96bfa2c	d1b9cdfe-4a20-4c3d-a455-bcad14b350c7	9/22/13	9/22/13
TCGA-EE-A2A1-06A-11D-A197-08	C828.TCGA-EE-A2A1-06A-11D-A197-08.2.bam	79ae13d87844570dff7bf2272f944ef0	49961f36-fa92-4bd5-a909-862c09715f1d	9/22/13	9/22/13
TCGA-EE-A2A2-10A-01D-A198-08	C828.TCGA-EE-A2A2-10A-01D-A198-08.2.bam	9fdc842397507896f0ed1ad333a4f984	ff9059dd-281f-4fe3-a3ec-d6ad4920b455	9/22/13	9/22/13
TCGA-EE-A2A2-06A-11D-A196-08	C828.TCGA-EE-A2A2-06A-11D-A196-08.2.bam	affbaf0d3b4686067538ed5bc64f1374	be5e98d5-1a60-4129-bc2e-a1ff34b33bab	9/22/13	9/22/13
TCGA-EE-A2A5-10A-01D-A199-08	C828.TCGA-EE-A2A5-10A-01D-A199-08.3.bam	9379cd851661ca35eabe8f108836bc54	24b375ff-27db-4ab2-90e5-5c674359bce1	9/22/13	9/22/13
TCGA-EE-A2A5-06A-11D-A197-08	C828.TCGA-EE-A2A5-06A-11D-A197-08.3.bam	10da8bd37df181d26d13d6e8f69ac6cb	407823f1-0444-4d1c-9568-81d755eb268c	9/22/13	9/22/13
TCGA-EE-A2A6-10A-01D-A199-08	C828.TCGA-EE-A2A6-10A-01D-A199-08.3.bam	1feb24cc6a278200cedcf6eecb3f32ff	f536c983-9dc7-489d-be57-35d3f00586d2	9/22/13	9/22/13
TCGA-EE-A2A6-06A-11D-A197-08	C828.TCGA-EE-A2A6-06A-11D-A197-08.3.bam	6c98f452662ac27ca9d447cbf749d035	81429f32-e8aa-45d4-9f2f-2f44af5efb2f	9/22/13	9/22/13
TCGA-EE-A2GB-10A-01D-A199-08	C828.TCGA-EE-A2GB-10A-01D-A199-08.3.bam	8616be2319ff083b4d751342501bbbb4	9a39c440-29ba-41eb-aadc-22558f9b17fb	9/22/13	9/22/13
TCGA-EE-A2GB-06A-11D-A197-08	C828.TCGA-EE-A2GB-06A-11D-A197-08.3.bam	5a83a6d21ada97dafa88403311f854ad	4d84d008-1844-401c-b3dd-d383c876e33c	9/22/13	9/22/13
TCGA-EE-A2GC-10A-01D-A199-08	C828.TCGA-EE-A2GC-10A-01D-A199-08.3.bam	49786c56fe3055914b96b4d4026be19f	79823e04-cde6-45e0-a7ba-bcee6c97d8dd	9/22/13	9/22/13
TCGA-EE-A2GC-06A-11D-A197-08	C828.TCGA-EE-A2GC-06A-11D-A197-08.4.bam	1d0e4606ad3dc1872092107f129e78e5	769ff851-15a0-4ffd-a8f1-7d41ee1e0b9f	9/22/13	9/22/13
TCGA-EE-A2GD-10A-01D-A198-08	C828.TCGA-EE-A2GD-10A-01D-A198-08.2.bam	8246eecfaeb1b0b8e1bb240d5fd7f195	bd6b33e6-d6d5-4a9d-9609-84a76cf977d5	9/22/13	9/22/13
TCGA-EE-A2GD-06A-11D-A196-08	C828.TCGA-EE-A2GD-06A-11D-A196-08.2.bam	3d41f1953ea5a53d52d81f3285975802	9280fcd2-24d5-4223-bf57-6f87669d8bab	9/22/13	9/22/13
TCGA-EE-A2GE-10A-01D-A198-08	C828.TCGA-EE-A2GE-10A-01D-A198-08.2.bam	d03354a0868ebf151677960facc13a79	9c9c1f1f-9e98-413f-ab97-507342965ef1	9/22/13	9/22/13
TCGA-EE-A2GE-06A-11D-A196-08	C828.TCGA-EE-A2GE-06A-11D-A196-08.2.bam	8f709b6575c3c3c497f044f1c8571e9a	a0d37bc7-df29-4fc7-b7e3-01166121b659	9/22/13	9/22/13
TCGA-EE-A2GH-10A-01D-A198-08	C828.TCGA-EE-A2GH-10A-01D-A198-08.2.bam	249ef8cb0fe6af29172c72fe35037a4a	ae1b032e-82f7-415e-a827-c57269fe71b3	9/22/13	9/22/13
TCGA-EE-A2GH-06A-11D-A196-08	C828.TCGA-EE-A2GH-06A-11D-A196-08.2.bam	6fcff173a180f70512cb94621b26b448	3eeb5291-6e7e-40ff-ba58-2eccf16c3ae2	9/22/13	9/22/13
TCGA-EE-A2GI-10A-01D-A198-08	C828.TCGA-EE-A2GI-10A-01D-A198-08.3.bam	cebb288d4233d9138a57f51894343bcf	401e2c82-087c-41cf-b1d0-6f0508ae7442	9/22/13	9/22/13
TCGA-EE-A2GI-06A-11D-A196-08	C828.TCGA-EE-A2GI-06A-11D-A196-08.3.bam	83a713c12ac6bd40f0f8aa89186d7d63	faabf9d3-dbb3-472c-a807-974a60141616	9/22/13	9/22/13
TCGA-EE-A2GJ-10A-01D-A198-08	C828.TCGA-EE-A2GJ-10A-01D-A198-08.2.bam	70c75e9d1b53b71dec754eeab2c9028d	3c8384fa-07b5-442c-b8fc-ee8df4d5f7df	9/22/13	9/22/13
TCGA-EE-A2GJ-06A-11D-A196-08	C828.TCGA-EE-A2GJ-06A-11D-A196-08.2.bam	90d19f511d24a4e6c2320a51bcf9a18c	0b3be3dc-78f0-44a0-b2bf-2a34d048d3bb	9/22/13	9/22/13
TCGA-EE-A2GK-10A-01D-A198-08	C828.TCGA-EE-A2GK-10A-01D-A198-08.2.bam	239b6137e03ab56d7cf8828e1e7b1d35	d3d7803b-e34f-4318-bc57-b7747838bbf8	9/22/13	9/22/13
TCGA-EE-A2GK-06A-11D-A196-08	C828.TCGA-EE-A2GK-06A-11D-A196-08.2.bam	c78e336f9351cdb9ce44825717d708a9	d6496d85-f900-45db-be07-a6e5bfd8c0e7	9/22/13	9/22/13
TCGA-EE-A2GL-10A-01D-A198-08	C828.TCGA-EE-A2GL-10A-01D-A198-08.2.bam	794c30a90ca5e014ca08137e65dfb1d8	47d5432a-2073-4c06-bc35-2d373e65a284	9/22/13	9/22/13
TCGA-EE-A2GL-06A-11D-A196-08	C828.TCGA-EE-A2GL-06A-11D-A196-08.2.bam	45a6fd8581e8fe889cc8a2c5c31a0199	1ab64d1a-c5b8-44a1-977c-e3b28d717645	9/22/13	9/22/13
TCGA-EE-A2GM-10A-01D-A198-08	C828.TCGA-EE-A2GM-10A-01D-A198-08.2.bam	2356fc24bde9bc271f38a95b77166623	929c66d9-1033-40b7-927f-b4e6c9879553	9/22/13	9/22/13
TCGA-EE-A2GM-06B-11D-A196-08	C828.TCGA-EE-A2GM-06B-11D-A196-08.2.bam	a7705d90ffa84b3329f43c99fb26cbcc	5f257dd5-23a8-4402-8b4c-406c6c6d72ab	9/22/13	9/22/13
TCGA-EE-A2GN-10A-01D-A198-08	C828.TCGA-EE-A2GN-10A-01D-A198-08.3.bam	6d1ecf49a789a2cecd0d902373a33802	916c2b15-d280-400f-8186-7a21bca965c9	9/22/13	9/22/13
TCGA-EE-A2GN-06A-11D-A196-08	C828.TCGA-EE-A2GN-06A-11D-A196-08.3.bam	651656fbc04992f89fa251f93d4fcc71	dc840f93-9d26-42f4-9918-278c7aeeb64f	9/22/13	9/22/13
TCGA-EE-A2GO-10A-01D-A198-08	C828.TCGA-EE-A2GO-10A-01D-A198-08.2.bam	ddf570dd81ebc03d5e895b651b69b478	ef48a68d-976b-4990-89be-3e479e0460cd	9/22/13	9/22/13
TCGA-EE-A2GO-06A-11D-A196-08	C828.TCGA-EE-A2GO-06A-11D-A196-08.2.bam	c05486600117e058d312ea75d869ec82	38620abc-b737-4fc9-a17e-b287abcbd00b	9/22/13	9/22/13
TCGA-EE-A2GP-10A-01D-A199-08	C828.TCGA-EE-A2GP-10A-01D-A199-08.4.bam	f58193d6ed6e80e70edd085c9021a5de	87404452-35d8-49e2-a372-1157cedb25d9	9/22/13	9/22/13
TCGA-EE-A2GP-06A-11D-A197-08	C828.TCGA-EE-A2GP-06A-11D-A197-08.4.bam	ade3c4c2e22a4c988c3be266ab9582a2	68012ac6-f500-4ab6-a803-c426168bc05d	9/22/13	9/22/13
TCGA-EE-A2GR-10A-01D-A199-08	C828.TCGA-EE-A2GR-10A-01D-A199-08.3.bam	a246105a7b05684c67b1cb638ffe4833	935ed56f-6093-4581-86b6-31d7e647a4f9	9/22/13	9/22/13
TCGA-EE-A2GR-06A-11D-A197-08	C828.TCGA-EE-A2GR-06A-11D-A197-08.4.bam	1e4ab17ab06c1432c36f8f62302493bf	42f47bd4-3ddc-4a13-8cc5-90d2789011d8	9/22/13	9/22/13
TCGA-EE-A2GS-10A-01D-A199-08	C828.TCGA-EE-A2GS-10A-01D-A199-08.3.bam	4dd0c39525d297f925c9843f57eda5b1	c0a5311c-b843-4fe9-877d-9eb5bf482f95	9/22/13	9/22/13
TCGA-EE-A2GS-06A-12D-A197-08	C828.TCGA-EE-A2GS-06A-12D-A197-08.3.bam	fcf796ad538c8c33734a78f2191fb76f	cd21a10c-b355-48a8-bdb1-a672eaa91675	9/22/13	9/22/13
TCGA-EE-A2GT-10A-01D-A199-08	C828.TCGA-EE-A2GT-10A-01D-A199-08.2.bam	469927f68703f497bc73ec3292fb7db7	7eb506bf-d277-4eb8-9daf-171135c9b62f	9/22/13	9/22/13
TCGA-EE-A2GT-06A-12D-A197-08	C828.TCGA-EE-A2GT-06A-12D-A197-08.2.bam	a2db3e334606fe7dd2af78fa2df0ea02	81a226b8-b6d0-4b89-8f39-e6c32bfa6ecd	9/22/13	9/22/13
TCGA-EE-A2GU-10A-01D-A198-08	C828.TCGA-EE-A2GU-10A-01D-A198-08.2.bam	08a935974c61bd1328f26835d288463b	f2c9a6c6-bcdd-4074-a210-313606d72eea	9/22/13	9/22/13
TCGA-EE-A2GU-06A-11D-A196-08	C828.TCGA-EE-A2GU-06A-11D-A196-08.2.bam	a0c8b691943cf3ff5d99c799a9f62ec3	9e753491-7709-4e9b-b8a6-415b0fa6fda7	9/22/13	9/22/13
TCGA-EE-A2M5-10A-01D-A199-08	C828.TCGA-EE-A2M5-10A-01D-A199-08.3.bam	1f55e74bf9fdd5ce646ebf06c0219c83	cfc0ac21-e14e-443d-b622-509a3c814cf4	9/22/13	9/22/13
TCGA-EE-A2M5-06A-12D-A197-08	C828.TCGA-EE-A2M5-06A-12D-A197-08.3.bam	c291b230dd0277a7b2acae163b674d89	7414d60d-e0c2-464d-bdb6-a0b9b94e575d	9/22/13	9/22/13
